RESPNR	HHNR	HHPNR	INSTRU	INT000	INT001	INT004	INT044	INT071	INT087	INT229	INT239	INT264	INT265	INT265A	INT266	INT266A	INT267	INT268	INT270	INT271	INT272	INT276	INT278	INT279	INT281	INT282	INT283	INT284	INT285	INT286	INT287	INT289	INT291	INT292	INT293	INT295	INT296	INT300	INT301	INT303	INT305	INT307	INT309	INT311	INT313	INT314	INT315	INT318	INT319	INT320	INT321	INT322	INT323	INT600	INT601	INT602	INT603	INT604	INT605	INT606	INT607	INT608	INT609	INT610	INT611	INT612	INT613	INT614	INT615	INT616	INT617	INT618	INT619	INT620	INT621	INT622	INT623	INT624	INT625	V040	V041	V049	V065	V200	V201	V202	VAR0000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR040	VAR043	VAR064	VAR065	VAR096	VAR100	VAR101	VAR103	VAR107	VAR109	VAR121	VAR122	VAR124	VAR125	VAR131	VAR132	VAR133	VAR134	VAR135	VAR149	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR179	VAR180	VAR181	VAR183	VAR184	VAR185	VAR198	VAR201	VAR204	VAR221	VAR229	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR319	VAR320	VAR346	VAR351	VAR406	VAR407	VAR408	VAR409	VAR410	VAR411	VAR412	VAR413	VAR414	VAR430	VAR431	VAR433	VAR434	VAR437	VAR439	VAR445	VAR454	VAR461	VAR462	VAR491	VAR493	VAR497	VAR499	VAR515	VAR516	VAR546	VAR548	VAR550	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	VAR591	VAR592	VAR594	VAR599	VAR600	VAR608	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR632E	VAR632F	VAR632G	VAR634	VAR635	VAR636	VAR683B	VAR684	VAR687	VAR688	VAR723	VAR728B	VAR729B	VAR768	VAR848	VAR849	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900J	VAR900K	VAR900L	VAR900M	VAR900N	VAR900O	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR951	VAR952	VAR953	VAR1031	VAR1033	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR1050	VAR1052	VAR1061	VAR1062	VAR1076	VAR1077	VAR1103	VAR1104	VAR1105X	VAR1106	VAR1140	VAR1141	VAR1142	VAR1143	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1146	VAR1161	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1163	VAR1227	VAR1228	VAR1229	VAR1230	VAR3000	ISCO
828	828	1	1	1	19	0	3	4	4	-6	-6	4	1	3	4	2	2	4	4	4	4	4	4	5	4	3	2	2	2	4	2	-3	3	4	4	-3	4	3	2	-6	3	3	3	3	2	2	4	3	2	2	2	2	-6	4	3	4	4	3	3	-3	-3	1	2	2	3	-3	3	3	3	3	3	3	-6	-6	-6	-6	-6	-6	-6	1	-5	5	2	4	1	1		2	35	1	7	5	2	1	2	-3	2	3	2	3	4	2	2	4	-3	2	2	2	2	2	2	1	2	2	-3	3	-3	3	3	2	3	3	-3	2	2	1	2	2	2	1	2	1	5	-5	3	2	2	3	3	-5	2	2	2	1	4	3	1	1	3	1	3	3	3	1	2	3	1	3	2	3	5	2	3	15	3	2	3	1	2	2	3	2	-5	2	-5	1	2	2	-5	1	3	1	1	1	1	1	2	1	2	4	2	2	3	4	50	28	10	2	6	34	129	40	18	3	99	3	3	1	2	1	1	1	40	3	3	2	1	5	0.52	17	10	1	3	1	1	2	10210001	3	2	1053	1001	4	1	1	2	6		1	42	2	35											1	8	2	6							3	2	3	1	4	10	13	5	12	7	4	9	14	8	3	11	1	16	2	6	15	4	4	0	0	2	2	3	3	3	3	2	2	2	3	3	8	7	5	5	6	5	5	6	6	5	8	4	2	2	3	2	2	3	2	2	2	-3	3	3	-3	2	3	3	3	3	4	1	71504	3433
829	829	1	1	1	9	26	2	4	5	6	2	2	3	1	1	-6	2	2	3	2	3	2	3	2	2	1	2	2	2	2	2	1	4	4	1	2	1	3	2	4	4	3	2	3	1	1	2	3	2	1	1	2	1	2	2	3	2	3	1	2	3	3	2	2	2	3	3	3	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2	2	8		1	67	1	2	6	1	1	2	1	2	-3	3	1	-3	2	3	4	2	2	1	1	2	1	1	2	2	-3	2	2	3	2	-3	3	2	2	4	2	1	2	1	2	2	2	4	4	1	1	3	3	2	2	1	1	1	1	1	1	5	3	1	3	3	1	3	1	1	1	1	4	1	1	2	1	2	1	4	9	1	2	1	4	2	1	1	1	2	2	-5	1	2	1	2	1	2	1	1	2	3	1	4	3	1	4	2	2	1	4	50	28	10	2	6	34	129	40	18	3	99	1	3	1	2	2	1	1	-5	3	3	1	1	5	0.48	17	11	1	2	2	2	2	10210001	3	3	1703	1615	4	2	1	1	6		1	67	2	69																					3	1	3	1	4	1	12	2	6	8	16	13	15	4	3	5	11	10	14	7	9	2	2	12	0	3	2	1	3	3	2	2	1	1	3	3	5	6	7	6	5	7	7	6	7	6	5	7	2	4	3	2	2	2	2	3	2	2	2	3	3	3	3	3	-3	2	4	-3	51301	4132
830	830	1	1	1	10	4	1	2	1	1	2	3	4	3	1	2	-3	3	4	1	3	2	-6	2	3	3	2	-3	4	3	3	-3	2	3	2	2	2	3	2	3	2	3	3	2	1	2	1	5	2	2	2	2	3	2	1	2	2	2	2	2	1	2	2	3	3	2	4	4	5	-3	4	3	1	1	3	2	2	3	4	2	1	1	2	3	4	8		2	65	4	5	6	1	1	2	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	2	3	1	3	-3	-3	-3	3	3	1	5	5	1	1	1	1	1	1	1	1	1	5	-5	3	2	2	2	1	10	1	1	1	1	5	3	1	1	1	3	3	3	3	3	2	2	2	2	4	1	5	2	2	7	1	1	1	1	2	3	3	2	-5	3	1	1	2	3	2	1	2	1	1	1	2	2	4	2	2	2	2	1	1	4	50	28	10	2	6	34	129	40	18	3	99	1	3	1	3	7	1	1	-5	1	3	3	1	3	1.08	13	10	1	3	2	3	2	10210001	4	3	1122	1014	1	1	1	2	6				2	65																					3	3	3	1	3	6	2	5	7	11	16	4	13	10	9	3	14	8	12	1	15	3	2	2	0	1	1	2	3	4	2	2	1	1	3	1	-3	4	4	4	2	5	6	5	1	5	2	4	4	4	3	-3	3	3	3	3	2	2	1	3	3	1	-3	3	1	3	-3	-3	51502	3431
831	831	1	1	2	6	-5	-7	3	2	-7	-7	-7	1	-7	3	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	2	-5	2	5	4	8		2	85	4	1	-5	4	3	1	-3	2	2	2	2	2	3	4	3	2	2	2	2	1	1	1	1	2	1	2	-3	3	3	-3	-3	1	5	3	3	1	1	1	-3	1	1	1	1	5	-5	3	3	3	3	1	2	-3	-3	-3	2	4	3	1	3	-3	-3	1	3	3	3	3	4	2	2	4	3	4	3	-3	-2	5	2	3	1	2	2	1	2	-5	2	-5	1	3	2	-5	-3	-5	1	1	3	3	2	3	3	2	4	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	1	3	3	3	7	1	1	-5	3	3	2	1	4	0.26	14	11	2	-7	-7	-7	-7	10210003	2	3	1730	1704	-7	2	1	1	6				2	85																					-3	2	3	1	3	2	15	10	7	12	16	6	4	13	1	3	11	8	14	5	9	2	2	0	0	4	3	2	3	4	2	1	2	2	2	5	6	6	6	6	5	6	6	6	6	6	6	6	2	2	3	2	2	2	2	3	2	2	2	2	2	2	3	3	-3	2	3	-3	-5	-5
832	832	1	1	1	9	-5	-6	2	2	6	2	-6	4	1	2	2	1	3	4	3	3	3	3	3	2	1	2	3	4	1	2	2	-6	3	3	-6	3	3	1	-3	3	3	3	3	1	2	2	5	2	2	2	2	2	2	2	2	3	3	1	2	-3	-3	2	2	3	2	3	3	4	3	-6	3	3	3	2	2	2	2	3	2	2	-5	1	2	4	8		2	79	4	3	-5	4	2	2	-3	2	2	2	2	2	4	4	2	4	2	2	2	1	1	1	1	2	1	3	3	3	3	3	3	1	5	3	3	2	2	1	2	2	-3	3	3	1	3	3	3	2	2	3	-5	1	1	-3	2	4	3	1	3	1	-3	1	3	3	1	2	4	4	2	4	2	5	4	4	-2	5	2	3	1	3	-5	1	2	-5	2	-5	1	2	-3	-5	-3	-5	1	1	1	3	1	1	2	2	4	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	3	3	2	3	7	1	1	-5	3	3	3	2	3	0.29	14	11	1	2	2	2	2	10210003	3	3	1647	1618	4	1	1	1	6				2	79																					-3	4	3	1	3	2	13	16	7	10	15	6	4	11	1	3	14	8	12	5	9	2	2	0	0	4	3	1	3	-3	2	1	2	2	3	5	7	7	5	5	5	7	7	6	-3	-3	6	6	3	3	3	-3	-3	3	3	3	2	2	2	-3	-3	2	-3	4	4	3	3	2	-5	-5
833	833	1	1	1	10	9	2	2	2	1	2	3	1	1	3	3	3	3	3	3	4	3	3	2	3	3	3	3	4	2	3	-3	-3	-3	-3	-3	-3	-3	3	-3	3	-3	-6	-6	-6	-6	1	5	2	2	2	2	3	3	3	3	3	-6	-6	-3	-3	-3	2	2	-3	-3	-3	-3	-3	-3	-3	-3	2	3	3	3	2	-3	-3	2	1	1	2	2	4	8		1	83	1	3	6	2	1	2	2	2	3	2	2	2	2	2	4	2	3	2	2	2	2	2	1	2	1	2	-3	-3	-3	-3	-3	1	4	4	4	1	-3	-3	2	1	-3	1	1	5	-5	3	3	-3	2	1	-3	1	1	1	2	2	-3	1	3	-3	1	3	3	3	1	2	4	3	2	-3	-3	5	-3	3	-2	4	2	3	1	3	-5	2	2	-5	2	-5	2	-5	-3	-5	2	-5	1	1	3	3	3	3	-3	2	4	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	1	3	1	-3	2	1	1	-5	-3	-3	3	1	5	0.36	14	11	1	2	1	1	2	10210003	3	3	1608	1532	4	2	1	1	6		1	83	2	83																					-3	3	3	1	4	1	12	4	9	5	16	6	14	7	2	11	13	8	10	3	15	2	2	0	0	2	3	2	3	4	4	2	2	2	3	6	6	7	7	7	6	7	7	7	7	6	7	-3	2	2	3	2	2	2	2	3	2	2	2	2	3	2	-3	-3	4	2	4	2	51504	4121
834	834	1	1	1	12	0	5	4	2	3	5	3	4	4	1	1	3	4	3	3	5	2	3	2	4	3	3	5	5	4	2	1	1	4	3	4	4	3	2	3	4	3	2	4	1	1	3	4	2	2	1	2	2	3	2	4	2	4	1	1	3	3	2	4	4	4	3	5	3	5	5	3	5	2	1	2	3	3	2	1	-5	3	2	3	1	1		1	52	3	5	5	1	3	1	2	4	4	4	4	2	3	4	4	1	3	2	1	2	2	2	1	2	1	3	-3	3	2	-3	2	3	2	3	2	1	1	2	2	1	1	2	1	5	-5	2	3	3	2	1	3	2	2	1	4	4	3	1	1	1	-3	3	3	1	1	2	4	4	2	4	2	4	2	4	-2	1	1	3	1	1	1	1	2	-5	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	5	1	2	4	4	50	28	10	2	6	34	129	40	18	3	99	3	1	1	3	4	1	1	40	3	3	1	4	4	0.35	10	11	1	2	2	2	2	10210003	5	3	1722	1647	1	2	1	1	6		1	52	2	49											1	6									1	2	3	2	4	12	1	14	8	2	7	3	13	4	9	16	11	6	10	15	5	4	2	0	0	2	2	2	2	2	2	2	2	4	3	4	6	8	6	7	7	7	6	4	-3	4	4	4	2	2	3	1	2	3	2	3	2	1	1	-3	3	3	3	3	2	4	3	2	71614	2451
835	835	1	1	2	8	0	-7	2	2	-7	-7	-7	3	-7	1	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	-5	1	1	1	4	1		2	35	1	1	7	4	2	1	2	3	2	2	2	2	2	2	2	1	2	1	1	1	1	2	1	2	2	2	3	3	3	2	3	1	5	4	3	1	1	1	1	1	1	8	8	1	1	6	3	3	3	1	8	1	1	1	2	4	3	1	2	3	1	1	3	3	1	4	2	3	2	4	4	3	3	-3	-3	5	2	3	1	2	3	1	2	-5	2	-5	2	-5	1	1	1	1	1	1	4	4	4	4	3	2	3	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	1	1	-3	3	1	1	1	8	3	3	3	2	3	0.29	10	11	2	-7	-7	-7	-7	10210003	2	3	1620	1551	-7	1	1	1	6		1	43	2	35											2	11	1	4							2	2	3	2	2	1	15	11	7	2	14	8	3	9	10	4	13	16	6	5	12	2	2	0	0	2	3	2	2	1	2	1	2	2	2	6	6	7	7	6	6	5	5	4	6	6	7	6	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	4	2	1	-3	75204	2444
836	836	1	1	1	11	0	4	1	2	6	4	3	1	4	4	1	1	4	4	3	4	2	3	2	3	1	2	2	2	2	2	2	4	3	-3	3	2	3	3	2	3	3	3	1	2	2	2	5	2	2	2	2	1	2	3	4	2	1	2	1	1	2	1	4	4	2	3	5	3	4	4	3	4	1	1	3	4	2	2	2	1	1	1	2	2	5		2	57	1	5	6	1	1	2	-3	1	3	2	2	2	2	2	2	3	2	2	1	1	1	2	1	4	1	3	2	3	2	-3	2	1	4	3	3	1	2	2	2	1	1	4	4	1	1	6	3	4	3	1	8	2	1	1	2	4	2	2	1	3	1	1	3	3	1	2	4	4	2	2	4	4	4	4	-3	2	2	1	1	3	-5	1	2	-5	2	-5	2	-5	2	-5	2	-5	1	1	1	3	2	4	-3	2	4	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	1	3	1	3	2	1	1	-5	3	3	3	3	5	0.33	10	11	1	2	2	2	3	10210003	3	3	1510	1437	4	1	1	1	6		1	62	2	57																					2	2	3	2	4	10	1	6	15	3	11	9	4	16	5	14	8	12	13	7	2	4	2	0	0	4	3	2	3	4	3	1	2	2	2	5	6	6	7	7	5	6	6	6	6	5	5	5	2	2	3	2	2	2	2	3	2	2	2	2	3	3	2	3	4	4	1	2	31517	4223
837	837	1	1	1	13	5	-6	2	1	5	4	-6	4	2	1	4	2	4	4	4	4	2	2	2	4	2	2	2	2	4	2	2	3	2	2	4	1	2	3	3	4	2	3	3	2	2	2	2	2	2	1	2	1	2	3	4	4	4	2	1	1	2	2	2	4	3	3	3	3	2	2	2	2	4	4	2	2	2	2	2	1	1	1	2	1	8		1	62	3	5	5	2	2	1	2	2	4	2	2	2	2	4	3	2	2	2	1	2	1	2	1	2	1	2	2	-3	2	2	-3	1	4	4	4	1	1	2	2	2	2	2	1	5	-5	3	3	3	3	1	2	2	2	2	2	4	2	2	1	3	1	3	3	3	1	4	4	2	1	5	2	2	2	2	15	4	2	3	1	1	3	1	2	-5	1	2	1	2	1	2	1	2	1	1	1	1	1	1	3	2	3	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	3	3	1	3	7	2	-5	-5	3	3	3	1	4	0.29	11	10	1	2	2	2	2	10210003	3	3	1735	1706	3	1	1	1	6		1	62																							2	3	3	2	2	11	7	1	14	16	2	12	8	3	13	4	9	15	10	5	6	2	2	0	0	2	3	2	4	4	2	1	2	4	1	6	7	7	7	7	8	7	8	8	7	8	7	7	2	2	3	2	2	2	2	3	2	2	2	2	2	1	2	2	1	-3	1	1	46525	8161
838	838	1	1	2	11	0	-7	2	1	-7	-7	-7	1	-7	4	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	-5	1	1	2	2	1		1	59	3	3	6	1	2	1	2	3	3	2	4	2	3	2	3	2	2	2	1	1	2	2	1	2	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	3	1	2	1	-3	1	1	2	1	5	-5	3	-3	-3	-3	1	2	2	-3	2	4	4	2	1	-3	1	1	1	3	3	3	4	4	2	2	5	5	-3	5	2	16	3	2	3	5	1	3	1	2	-5	1	2	1	2	-3	-5	1	2	1	1	1	1	1	1	-3	2	2	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	1	3	1	3	7	1	2	40	3	3	3	2	2	0.39	11	10	2	-7	-7	-7	-7	10210003	3	3	1648	1609	-7	1	1	1	6		1	59																							1	3	3	2	2	12	1	6	14	9	16	5	4	13	8	15	7	2	10	11	3	3	2	8	0	3	3	2	2	4	2	2	2	4	2	6	-3	-3	6	-3	5	7	8	7	-3	-3	7	5	2	2	3	-3	-3	3	3	3	2	2	2	-3	-3	2	3	3	4	-3	-3	-3	45103	3111
839	839	1	1	1	21	1	3	2	1	2	2	3	1	1	3	2	4	4	5	4	1	4	2	2	4	3	2	5	5	5	2	-3	2	-3	3	3	2	3	1	3	3	3	2	1	1	2	1	4	2	2	2	2	3	2	4	4	4	4	2	-3	1	2	1	4	4	2	5	2	2	3	3	2	2	1	2	4	1	2	3	1	-5	1	-3	2	2	1		1	29	5	4	7	4	1	-3	2	2	2	4	2	2	2	3	4	2	-3	1	1	2	-3	1	3	3	1	3	-3	3	-3	-3	2	1	5	5	2	1	1	1	2	2	1	1	1	5	-5	3	2	2	2	1	-3	1	1	1	4	4	3	1	3	1	1	1	3	1	1	4	4	5	-3	3	4	5	2	4	11	5	2	3	1	2	3	1	2	-5	2	-5	1	2	1	2	-3	-5	1	1	1	1	1	1	3	2	5	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	3	3	1	2	7	1	1	40	2	2	3	1	2	0.29	6	10	1	2	1	1	2	10210003	5	3	1747	1718	2	2	1	1	6		1	29																							-3	2	3	1	5	1	11	8	12	2	13	10	3	9	5	15	6	16	14	7	4	4	2	0	0	2	3	3	3	4	3	3	2	3	4	5	6	6	5	6	4	6	6	6	7	5	9	-3	4	4	3	2	2	2	2	3	2	2	2	2	3	1	-3	4	3	3	-3	4	31701	5220
840	840	1	1	2	8	0	-7	4	4	-7	-7	-7	2	-7	3	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	-5	1	2	1	4	1		1	42	1	2	8	4	4	2	-3	2	2	2	2	2	2	4	4	2	1	1	1	2	1	1	1	2	1	3	2	2	3	3	2	1	4	2	4	1	1	2	2	2	1	1	1	5	-5	3	3	3	2	1	-3	1	2	2	4	4	3	1	1	1	-3	1	3	-3	-3	2	3	3	2	4	4	5	4	3	14	5	2	3	1	1	1	1	2	-5	2	-5	1	2	1	2	2	-5	1	1	1	1	1	1	3	2	4	2	2	4	4	50	28	10	2	6	34	129	40	18	3	99	-3	3	2	3	1	1	1	40	3	3	1	1	4	0.31	6	10	2	-7	-7	-7	-7	10210003	3	3	1701	1630	-7	2	1	1	6		1	42	2	35											2	14	2	8							3	2	3	1	5	4	8	14	1	11	7	2	12	3	16	9	6	10	15	13	5	4	2	0	0	4	3	3	3	4	-3	2	1	2	4	4	7	6	6	6	7	7	7	7	5	7	8	4	2	4	3	2	2	3	3	2	2	2	2	3	2	1	3	-3	-3	1	3	4	28205	8322
841	841	1	1	1	15	0	1	4	4	6	1	2	1	1	2	3	2	3	2	2	2	2	3	5	1	1	3	5	3	4	3	2	4	2	3	2	2	3	3	3	3	2	2	2	1	2	2	5	2	2	2	2	4	3	2	3	1	4	1	3	1	1	2	4	3	2	3	2	2	2	2	2	2	2	2	3	2	2	2	1	-5	1	-3	2	2	1		1	31	1	3	8	4	1	-3	1	2	4	2	2	2	2	2	2	2	2	2	2	1	1	2	1	3	1	-3	-3	2	2	-3	-3	-3	3	3	2	1	2	1	2	2	-3	3	1	3	-5	3	2	3	2	1	2	1	-3	1	2	4	3	1	-3	1	-3	1	3	1	1	4	2	4	2	3	4	4	2	3	14	4	2	1	1	2	1	1	2	-5	1	2	1	1	1	2	1	2	1	1	1	1	1	1	3	2	-3	2	2	2	4	50	28	10	2	6	34	129	40	18	3	99	1	-3	3	3	2	1	2	35	3	3	1	1	3	0.49	6	10	1	1	2	1	2	10210003	3	3	1616	1527	1	2	1	1	6		1	31	2	21																					1	3	3	1	3	4	1	14	2	9	12	3	10	11	5	15	7	16	13	8	6	4	2	0	0	2	3	3	2	4	-3	2	2	2	2	7	6	7	6	7	4	7	7	8	7	6	7	8	2	-3	3	-3	2	-3	-3	-3	3	2	2	3	3	-3	-3	2	2	2	1	2	26411	7214
842	842	1	1	1	10	0	2	5	1	3	5	3	3	2	2	3	3	3	3	3	2	2	2	2	3	3	3	-3	5	5	4	2	2	-3	2	4	1	3	2	1	3	2	2	2	2	2	3	5	2	2	2	2	3	3	4	3	-3	-3	-3	3	3	3	2	4	-3	-3	5	5	5	5	5	5	3	3	2	1	-3	3	4	2	1	1	2	2	4	5		2	22	5	3	6	4	1	2	-3	3	2	2	4	2	2	4	2	1	1	1	2	1	1	1	3	-3	2	-3	-3	3	-3	-3	-3	1	5	5	2	1	1	1	1	1	1	8	1	5	-5	5	-3	2	2	2	-3	2	2	1	4	2	3	1	-3	1	2	1	3	1	1	3	3	4	4	-3	-3	5	2	-3	7	5	2	3	1	1	1	1	2	-5	-3	-5	1	1	2	-5	1	1	1	1	1	1	1	1	2	2	3	-3	2	3	4	50	28	10	2	6	34	129	40	18	3	99	1	1	3	2	6	1	1	-5	1	2	2	1	3	0.47	5	10	1	1	2	2	3	10210003	3	3	1611	1524	3	1	1	1	6				2	22											2	0									-3	2	3	1	4	3	7	11	13	5	1	2	12	6	14	9	4	10	15	8	16	2	2	0	0	2	3	2	3	4	3	2	2	2	4	4	-3	-3	-3	5	5	5	3	3	3	6	-3	6	3	4	3	-3	-3	-3	-3	3	3	3	3	3	2	-3	-3	4	-3	2	3	4	31512	4190
843	843	1	1	1	16	18	2	5	1	6	4	2	2	1	4	3	4	4	4	5	1	5	5	4	3	1	1	1	2	4	2	1	1	3	4	2	1	3	2	2	3	3	3	1	2	2	3	5	1	2	1	2	1	1	5	2	5	3	2	-3	-3	1	1	5	4	3	5	2	4	3	3	2	4	2	4	5	1	5	5	1	-5	1	2	3	1	1		2	28	5	6	5	2	3	2	2	-3	1	1	4	1	1	1	5	1	2	1	1	1	2	1	2	2	2	3	2	2	2	2	2	2	4	4	2	1	1	1	2	1	1	3	1	4	-5	8	2	3	2	1	5	1	2	1	3	4	3	1	3	1	-3	1	3	1	-3	1	3	5	2	3	4	5	3	3	12	3	2	3	4	1	2	1	2	-5	2	-5	1	1	2	-5	1	1	1	1	3	1	1	4	1	2	5	2	2	1	4	50	28	10	2	6	34	129	40	18	3	99	1	1	3	3	8	1	1	40	3	3	2	1	5	0.5	25	10	1	3	2	2	2	10210010	3	3	2002	1912	1	1	1	2	6				2	28																	2	61			3	3	3	2	3	4	12	8	9	3	6	13	15	7	2	11	14	5	1	10	16	4	1	0	0	2	2	1	4	4	2	2	1	1	2	3	6	6	6	6	7	7	6	3	5	5	5	1	3	1	3	2	2	3	3	3	2	2	3	3	3	3	3	2	4	3	4	2	0	0
844	844	1	1	1	5	3	2	4	2	6	1	4	1	1	3	3	2	3	3	2	3	2	2	2	3	3	5	5	5	3	3	-3	-3	4	-3	2	-3	4	3	4	5	4	3	4	-3	2	2	3	2	2	1	2	2	4	2	2	1	5	1	2	-3	1	2	5	4	4	3	2	4	2	2	2	2	2	2	4	2	2	2	1	-5	1	2	3	4	1		1	38	3	5	5	2	2	2	2	4	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	2	3	3	3	3	3	-3	2	1	4	1	1	1	1	2	2	2	8	8	1	1	7	3	3	1	3	-5	1	1	1	1	2	3	1	3	1	1	3	3	1	1	1	1	2	4	5	1	4	1	3	15	3	1	3	1	1	-3	1	2	-5	1	3	2	-5	3	3	1	3	1	1	1	1	1	4	3	2	4	2	2	1	4	50	28	10	2	6	34	129	40	18	3	99	1	3	1	3	4	1	1	32	3	3	1	2	2	0.54	23	10	1	4	1	2	3	10210010	3	3	1113	1019	2	2	1	2	6		1	38	2	32																					2	3	3	3	4	4	12	9	11	10	16	8	15	5	1	6	13	3	7	2	14	2	2	0	0	2	2	2	2	3	1	1	2	2	2	5	6	8	7	7	2	5	7	5	6	7	5	4	3	2	2	2	2	2	2	3	3	2	3	3	2	3	3	3	1	2	1	2	47110	8150
845	845	1	1	1	16	0	3	4	2	1	5	2	4	4	2	-3	3	4	4	3	4	2	3	3	3	3	2	3	2	4	2	1	1	4	4	4	1	2	2	2	3	2	4	4	1	2	2	3	2	2	2	2	1	4	3	4	2	4	2	3	1	2	2	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	2	1	-5	5	1	3	1	1		1	42	5	5	3	1	3	1	2	2	4	2	-3	2	3	2	-3	2	2	1	2	2	1	2	1	2	1	-3	2	3	2	-3	2	2	2	3	3	1	1	1	1	1	1	1	1	5	-5	2	-3	-3	2	1	5	2	2	2	4	4	3	1	1	1	1	1	3	1	2	3	5	4	4	5	5	2	2	2	17	3	1	3	1	1	1	1	2	-5	1	2	1	2	3	2	2	-5	1	1	1	1	1	1	3	1	4	2	2	4	4	50	28	10	2	6	34	129	40	18	3	99	1	1	3	3	3	2	-5	80	3	3	1	4	2	0.47	24	10	1	4	2	5	2	10210010	3	3	2127	2040	2	2	2	2	4		1	42	2	46	1	17									1	14									1	3	3	2	3	15	13	12	1	14	16	11	7	8	6	4	2	9	10	3	5	3	2	0	0	2	2	1	3	3	1	2	2	2	3	3	-3	-3	-3	6	6	7	7	7	7	7	7	6	2	2	3	2	2	-3	1	2	3	2	2	-3	2	2	3	2	3	2	3	2	71401	2131
